,AFFILIATION,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,mp,oreb,dreb,treb,ast,stl,blk,pts,Position,Class
21,Virginia,CUSA,27,68.6,110.3,20.1,54.3,58.03,4.4,15.2,8.5,13.2,60,72,0.833,48,88,0.545,68,188,0.362,1.5,1.8,26.1,So,2.68348,110.712,,0.87805913,0.78,0.2368,1.0,105.165,105.387,2.32206,157.901,2.11903,3.13591,-1.01689,30.1724,1.1724,4.3103,5.4828,1.2414,0.931,0.5517,13.6897,Wing F,1
22,Virginia,ACC,25,73.5,127.9,17.3,63.9,66.99,2.8,11.7,8.2,9.8,38,41,0.927,44,71,0.62,52,120,0.433,1.8,1.8,21.5,Jr,4.2664,127.057,,1.57894745,0.7021,0.4583,0.9583,100.979,95.0452,3.28751,116.001,7.65856,5.92672,1.73185,29.56,0.6,2.8,3.4,1.2,0.8,0.44,11.28,Wing F,1
23,Florida,SEC,29,40.9,86.5,19.8,42.5,44.6,1.9,10.9,7.5,19.1,19,29,0.655,35,80,0.438,22,80,0.275,0.4,2.0,18.1,Fr,0.288092,90.0934,96.0,0.62506798,0.6,0.3269,0.0,100.639,94.9476,1.96373,86.4357,-1.20374,-1.25084,0.0471039,17.6207,0.2759,1.6207,1.8966,0.6897,0.5862,0.069,5.3448,Wing G,1
24,Florida,SEC,24,76.2,109.9,25.9,53.6,57.93,2.6,17.1,22.3,19.6,74,89,0.831,88,178,0.494,45,112,0.402,0.6,2.4,30.7,So,4.27997,124.102,96.0,1.22059082,0.5974,0.4234,,98.18,92.484,3.83105,154.151,5.83219,4.25241,1.57978,31.9167,0.6667,4.9583,5.625,3.4583,1.375,0.1667,16.0417,Wing G,1
25,Texas,B12,27,36.5,99.7,13.2,54.6,56.1,7.1,15.8,4.3,23.3,14,22,0.636,31,52,0.596,7,24,0.292,6.8,1.9,28.9,Fr,0.553901,94.8552,89.8,0.43479284,0.7568,0.2,0.9167,92.1376,87.8445,2.29944,94.9982,5.0473,-0.8721780000000001,5.91948,16.7778,1.0,2.2222,3.2222,0.3704,0.5185,1.1111,3.5926,PF/C,1
26,Texas,B12,26,54.2,116.6,18.2,62.6,64.55,10.0,13.4,5.4,19.1,51,74,0.6890000000000001,70,109,0.642,13,34,0.382,4.2,2.1,51.7,So,2.77885,120.814,89.8,0.44446049,0.7439,0.3333,0.92,95.5083,90.3704,2.88256,120.864,7.84197,4.01797,3.82399,22.8462,1.9615,2.8846,4.8462,0.6154,0.8462,0.9231,8.8462,PF/C,1
27,Duke,A10,33,59.5,95.7,19.1,48.1,51.55,6.9,15.3,7.5,17.7,44,60,0.733,50,117,0.4270000000000001,35,96,0.365,2.6,1.8,28.2,Fr,0.702206,95.4292,,0.56821421,0.5224,0.3,,103.815,102.685,2.16952,143.613,-0.264806,-1.29918,1.03438,24.0,1.4242,3.0909,4.5152,0.7576,0.6970000000000001,0.5152,7.5455,Stretch 4,1
28,Duke,A10,32,68.2,109.1,16.3,52.6,57.42,3.9,13.2,5.1,17.1,66,84,0.7859999999999999,37,82,0.451,49,128,0.383,2.7,0.8,40.0,So,1.5506799999999998,103.836,,0.52384696,0.5660000000000001,0.2414,,104.423,101.594,2.63562,133.80200000000002,-0.312406,-0.357818,0.0454118,27.1515,0.9091,2.9394,3.8485,0.6667,0.3636,0.6364,9.1212,Wing F,1
29,Duke,SEC,13,4.7,130.4,11.2,68.2,66.95,5.3,12.0,14.1,16.1,1,2,0.5,3,5,0.6,3,6,0.5,3.5,1.8,18.2,Fr,0.526142,117.314,70.8,2.50065035,1.0,0.0,1.0,98.5951,94.6693,0.612691,11.7073,7.360460000000002,3.3317,4.02875,5.0769,0.2308,0.5385,0.7692,0.3846,0.1538,0.1538,1.2308,Wing G,1
30,Duke,SEC,26,10.2,120.5,12.2,63.8,64.09,5.8,8.5,8.4,18.9,2,3,0.667,5,9,0.556,9,20,0.45,0.8,0.8,10.3,So,0.499881,112.548,70.8,1.33318893,0.5714,0.5,,105.915,100.756,0.571853,22.0749,3.56912,3.95704,-0.387924,5.7692,0.2692,0.4615,0.7308,0.3077,0.0769,0.0385,1.5,Wing F,1
31,Duke,OVC,17,2.7,58.1,23.5,23.3,25.08,3.6,15.7,4.7,14.4,1,2,0.5,2,4,0.5,1,11,0.091,0.0,1.7,13.3,Fr,-0.192428,58.8908,,3.49857551,0.3333,1.0,,97.7124,99.9982,0.19844,6.3216800000000015,-12.9719,-9.000169999999997,-3.97177,2.8947,0.0526,0.4211,0.4737,0.3684,0.0526,0.0,0.7368,PF/C,1
32,Duke,SB,32,84.8,105.9,22.1,47.8,53.56,7.0,14.9,5.0,13.8,116,140,0.8290000000000001,122,237,0.515,43,153,0.281,1.9,1.2,35.9,Jr,2.65201,107.866,,0.40323611,0.6043,0.4,0.75,106.269,106.499,2.45382,197.613,-0.864022,0.8344389999999999,-1.69846,33.8788,2.2121,4.4242,6.6364,0.7576,0.7576,0.6364,15.4848,Stretch 4,1
33,Duke,SEC,31,40.5,107.2,12.2,48.9,52.71,3.9,10.7,11.7,16.6,17,20,0.85,12,23,0.522,22,69,0.319,2.9,1.6,21.7,Jr,0.789519,99.3915,70.8,1.76458795,0.6,0.375,0.8,98.9196,94.9893,1.81789,84.3235,3.04682,1.58026,1.46656,16.1935,0.5161,1.5161,2.0323,0.9677,0.4194,0.4194,3.4516,Wing G,1
34,Duke,SWAC,30,36.3,92.3,22.6,46.0,48.62,9.2,12.4,4.0,15.1,40,71,0.563,63,137,0.46,0,0,0.0,3.7,1.4,51.8,Fr,0.385851,92.9889,,0.26918196,0.5909,0.338,1.0,102.121,108.95,0.927886,81.0514,-6.37737,-4.6811300000000005,-1.69623,14.6,1.3,1.5333,2.8333,0.2333,0.3667,0.5,5.5333,PF/C,1
35,Duke,SEC,24,29.3,108.7,15.0,51.0,54.01,2.1,9.5,4.3,14.0,22,31,0.71,14,34,0.412,25,67,0.373,1.5,1.2,30.7,Sr,1.11677,105.319,,0.64289389,0.7,0.2917,,103.743,100.305,1.47245,56.3899,0.850925,1.31486,-0.46394,16.375,0.2917,1.4167,1.7083,0.375,0.3333,0.2083,5.2083,Wing G,1
36,Duke,ACC,20,37.2,101.6,17.2,47.7,50.49,4.8,14.7,7.5,13.2,13,17,0.765,13,29,0.448,19,58,0.328,3.7,1.7,19.5,Sr,0.8626020000000001,101.188,70.8,1.0,0.4667,0.4615,0.5,106.599,99.988,1.47629,56.106,2.5798400000000004,0.988979,1.59086,16.3333,0.619,1.8095,2.4286,0.619,0.4286,0.5238,4.9524,Stretch 4,1
37,Duke,SWAC,15,73.3,106.1,27.2,56.2,57.69,11.7,14.6,8.0,16.4,40,63,0.635,104,183,0.568,0,2,0.0,2.1,2.0,34.1,So,2.57453,110.568,,0.34286203,0.6299,0.4286,0.8,94.8766,103.874,2.43122,84.86200000000002,-0.0767934,0.521058,-0.597851,29.8,3.2667,4.2,7.4667,0.8,1.0667,0.6,16.5333,PF/C,1
38,Duke,ACC,13,28.7,102.6,28.8,56.5,57.91,7.9,25.3,20.5,23.8,24,38,0.632,49,90,0.544,8,18,0.444,6.0,3.1,35.2,Fr,2.53346,119.397,97.8,0.87878663,0.6406,0.2963,1.0,94.6895,89.6793,2.78835,67.525,7.16034,2.03185,5.1285,21.3846,1.4615,4.5385,6.0,2.2308,1.1538,1.2308,11.2308,PF/C,1
39,Tennessee,BSth,30,63.9,111.0,22.2,49.8,56.04,1.2,8.4,11.9,13.0,87,101,0.861,55,141,0.39,52,126,0.413,0.0,1.2,37.8,Fr,2.04847,110.773,,1.10523403,0.4143,0.3662,,109.916,112.781,1.49953,107.898,-1.84388,1.35407,-3.19795,26.1,0.2667,1.7,1.9667,1.4,0.5333,0.0,11.7667,Combo G,1
40,Tennessee,BSth,28,69.1,111.3,20.5,49.0,54.89,1.3,9.2,13.3,12.2,80,96,0.833,53,122,0.434,48,133,0.361,0.0,1.5,37.6,So,2.25914,108.169,,1.59463759,0.5077,0.3621,,104.94,108.844,1.84161,118.927,-0.678068,1.7311599999999998,-2.40923,28.3548,0.2903,2.129,2.4194,1.9032,0.6774,0.0,11.5161,Combo G,1
41,Tennessee,BSth,29,88.6,114.9,24.2,53.0,59.84,1.8,10.6,14.0,14.4,159,191,0.8320000000000001,93,186,0.5,68,182,0.374,0.0,1.5,51.9,Jr,3.68655,116.928,,1.12118294,0.5,0.5,,107.157,110.296,2.2955,170.646,0.679793,3.01914,-2.33935,35.4483,0.5517,3.7586,4.3103,2.5517,0.9655,0.0,18.931,Combo G,1
42,Tennessee,BSth,30,84.3,114.5,28.9,53.1,59.11,1.5,11.1,16.2,12.9,169,195,0.867,115,247,0.466,97,244,0.398,0.0,1.0,39.7,Sr,4.4004900000000005,123.378,,1.12164327,0.5489999999999999,0.4069,,102.822,106.734,2.69293,167.726,1.17787,3.7604,-2.58253,35.125,0.4375,3.5312,3.9688,2.5938,0.6875,0.0,22.3438,Combo G,1
43,Tennessee,SEC,27,62.5,95.2,27.3,47.4,51.71,4.8,11.2,21.2,22.5,71,101,0.703,97,198,0.49,13,48,0.271,1.9,2.6,41.1,Fr,2.04202,108.795,96.6,0.9436796,0.5806,0.4151,0.75,93.27,88.5922,3.35407,131.244,1.94442,-0.372935,2.31736,25.0,1.037,2.4444,3.4815,2.4815,1.1111,0.4074,11.2593,Wing G,1
44,Kentucky,A10,30,65.3,90.3,21.4,40.0,46.24,4.6,13.2,10.6,21.6,75,107,0.701,47,141,0.333,29,85,0.341,0.2,1.9,47.3,Fr,0.910239,95.447,19.0,0.65078975,0.3333,0.3298,0.3333,106.644,104.486,2.0767,127.417,-1.0268,-0.211215,-0.815587,26.1935,1.0323,2.8387,3.871,1.3226,0.8065,0.0323,8.7097,Wing G,1
45,Kentucky,BE,33,41.7,104.4,18.2,55.3,58.83,2.6,14.5,15.1,21.1,38,51,0.745,45,86,0.523,19,47,0.404,1.8,1.9,38.3,Jr,1.08615,105.717,19.0,1.13887626,0.6429,0.3953,1.0,98.5802,93.9402,2.02347,102.396,3.28758,0.487354,2.80022,16.7273,0.3636,2.0606,2.4242,1.2424,0.5455,0.2727,5.6061,Wing G,1
46,Kentucky,BE,35,49.8,101.5,20.3,43.7,50.99,5.2,18.7,10.2,15.5,79,101,0.782,49,130,0.377,27,75,0.36,0.9,2.0,49.3,Jr,1.32857,106.686,19.0,0.97433368,0.4074,0.3265,0.0,101.708,94.541,2.4106400000000003,137.558,1.99076,0.293742,1.69702,20.2571,0.9429,3.2857,4.2286,1.0857,0.7143,0.1714,7.3714,Wing F,1
47,Kentucky,BE,34,64.5,114.1,19.1,47.5,53.87,6.4,14.1,18.0,12.9,85,102,0.833,57,124,0.46,43,132,0.326,0.9,2.9,39.8,Sr,2.51804,115.595,19.0,2.07900858,0.5679,0.2558,0.5,99.4357,95.1314,3.07203,171.138,6.42483,3.96454,2.4603,26.2647,1.5294,3.1176,4.6471,2.3235,1.2941,0.2059,9.6471,Wing G,1
48,Kentucky,SEC,25,51.1,108.0,21.3,54.0,58.69,11.3,23.4,7.5,19.8,63,90,0.7,74,135,0.5479999999999999,0,2,0.0,12.8,2.1,65.7,Fr,2.2669900000000003,117.225,94.4,0.47368424,0.6875,0.3519,0.92,89.5823,83.8276,3.07957,138.92,9.6086,1.23262,8.37598,20.64,2.12,4.48,6.6,0.72,0.76,2.6,8.44,C,1
49,Arizona State,P12,15,44.2,99.2,24.3,48.3,52.94,2.4,16.2,9.8,13.2,44,55,0.8,58,117,0.496,18,59,0.305,1.9,2.7,31.3,Fr,2.4801,109.494,98.0,0.80770784,0.7273,0.3562,0.9091,103.024,96.7446,3.12196,93.0764,2.53864,1.34261,1.19603,29.7333,0.6667,4.0667,4.7333,1.4,1.4667,0.5333,14.2667,Wing G,1
50,Houston,B12,36,67.9,93.6,18.2,48.2,49.58,2.0,7.6,12.7,21.6,35,58,0.603,52,117,0.444,54,159,0.34,0.7,1.3,21.0,Fr,0.965681,97.7042,98.2,1.04346011,0.5507,0.2917,1.0,103.598,95.9504,3.15813,156.27200000000005,1.74863,0.89671,0.8519209999999999,27.4444,0.4722,2.0,2.4722,2.0,0.6389,0.1667,8.3611,Combo G,1
51,Houston,Amer,30,67.0,104.1,23.7,51.6,54.18,2.6,12.1,19.2,21.2,68,103,0.66,85,158,0.5379999999999999,42,129,0.326,0.9,1.7,35.9,So,2.74483,113.913,98.2,1.10002994,0.6543,0.4156,0.875,94.9594,93.04,3.29515,145.922,3.83662,2.73138,1.10523,27.8,0.6667,3.0333,3.7,2.5667,0.8,0.2,12.1333,Wing G,1
52,Houston,Amer,30,79.4,118.2,25.3,52.3,55.77,5.4,14.1,12.6,13.5,89,113,0.7879999999999999,73,178,0.41,100,248,0.403,1.2,2.6,26.5,Jr,5.28379,131.68,98.2,1.07276494,0.5915,0.2857,1.0,90.3659,88.2885,4.43509,183.974,8.007660000000001,6.574,1.43366,32.8,1.6,4.1,5.7,1.9667,1.4,0.3,17.8333,Wing G,1
53,Tennessee,SEC,25,60.0,106.1,26.2,51.1,57.01,4.6,10.9,24.1,20.6,81,100,0.81,86,181,0.475,20,46,0.435,2.2,2.7,44.1,Fr,3.10973,119.83,97.2,1.21666665,0.6579,0.3491,0.8,93.0705,88.6103,3.47586,126.99,4.93821,2.23813,2.70008,25.92,1.04,2.48,3.52,2.92,1.2,0.48,12.52,Combo G,1
54,North Carolina,ACC,29,47.9,101.9,27.5,51.9,52.09,18.3,23.8,15.4,20.6,51,101,0.505,112,214,0.523,0,2,0.0,5.1,2.3,46.8,Fr,2.08022,116.524,97.4,0.73686085,0.6,0.3438,0.9524,92.305,86.0649,2.74036,135.861,7.607639999999999,2.81937,4.78827,19.1724,3.3793,4.2069,7.5862,1.4483,0.7931,0.8966,9.4828,C,1
55,Loyola-Maryland,Pat,10,24.3,95.6,26.9,50.8,51.12,5.9,22.5,15.6,15.7,17,33,0.515,48,73,0.6579999999999999,13,60,0.217,6.2,1.7,24.8,Fr,1.45139,99.0998,87.2,0.91304346,0.6939,0.5833,1.0,100.812,104.358,2.4244,68.4603,0.396527,-0.420684,0.8172119999999999,30.4,1.5,6.1,7.6,2.1,0.9,1.7,15.2,PF/C,1
56,Loyola-Maryland,Pat,17,83.8,109.0,29.4,57.4,59.4,6.1,27.9,15.5,18.2,59,86,0.6859999999999999,103,176,0.585,32,87,0.368,5.6,1.7,32.7,So,3.68485,116.935,87.2,0.70908417,0.7158,0.4321,1.0,93.5855,94.2812,3.83555,138.767,4.99769,2.02288,2.97481,35.0,1.8235,8.2941,10.1176,2.2941,1.0,1.7059,21.2353,PF/C,1
57,Villanova,BE,31,81.3,105.7,19.8,49.6,55.24,9.1,23.2,11.2,20.2,79,97,0.8140000000000001,92,185,0.4970000000000001,21,64,0.328,1.7,2.0,39.0,Fr,2.91515,111.179,97.0,0.88237975,0.6198,0.2656,0.8889,93.9931,88.4744,4.38508,219.013,5.58448,1.60406,3.98042,32.6452,2.5484,6.8065,9.3548,1.9355,1.129,0.5484,10.5161,Stretch 4,0
58,Villanova,BE,25,85.8,114.1,24.1,53.4,55.84,8.6,21.2,13.5,11.8,60,84,0.7140000000000001,132,230,0.574,23,82,0.28,2.3,1.7,26.9,So,4.96327,126.946,97.0,1.37500001,0.7273,0.4074,0.92,98.2071,92.6552,4.1192199999999985,173.0,7.18734,4.4496,2.73775,34.48,2.48,6.0,8.48,2.2,0.96,0.64,15.72,Stretch 4,0
59,Ohio,MAC,29,70.9,103.5,12.8,45.6,48.94,2.5,10.7,21.3,18.3,26,33,0.7879999999999999,57,112,0.509,10,46,0.217,0.3,1.4,20.9,Fr,0.671426,94.0598,,2.78383208,0.5185,0.5,,106.591,103.997,2.58957,141.262,-0.940449,-0.837778,-0.102671,29.5667,0.7,2.8667,3.5667,3.4333,0.8333,0.1,6.0,Combo G,0
60,Ohio,MAC,30,96.5,108.9,26.2,55.3,58.16,2.3,17.6,39.8,22.0,92,127,0.7240000000000001,157,291,0.54,35,88,0.398,0.3,2.2,33.5,So,4.29269,117.39,,2.008461,0.5825,0.4536,1.0,100.814,100.46,3.60055,224.066,4.14642,3.20348,0.942941,38.0625,0.7188,5.7188,6.4375,7.4062,1.4375,0.0938,16.8125,Scoring PG,0
61,Ohio,MAC,19,68.4,112.7,24.9,56.9,57.41,3.8,21.3,37.6,19.6,28,47,0.596,87,154,0.565,30,78,0.385,0.9,2.1,20.3,Jr,4.18444,120.129,,2.41666667,0.6859999999999999,0.4118,1.0,99.8009,97.7068,3.5455400000000004,139.049,7.173660000000001,4.60565,2.56802,34.55,1.05,6.2,7.25,7.25,1.45,0.25,15.7,Scoring PG,0
62,Alabama,SEC,35,51.5,82.2,15.5,43.3,44.6,4.6,13.4,11.7,27.6,24,48,0.5,51,116,0.44,7,26,0.269,3.3,3.4,33.8,Fr,-0.473405,81.0039,70.6,0.85712499,0.493,0.3478,0.875,97.2503,90.908,2.82413,157.57399999999996,2.82901,-2.27173,5.10074,21.1714,0.8286,2.6571,3.4857,1.3714,1.2571,0.6286,4.2,Wing G,0
63,Alabama,SEC,34,52.7,86.9,21.9,43.9,45.59,5.9,12.3,18.0,24.3,52,105,0.495,73,166,0.44,6,21,0.28600000000000003,2.8,2.6,56.1,So,0.437495,93.4422,70.6,1.0,0.5745,0.2639,0.8824,99.952,94.5114,2.5550200000000003,146.477,2.15056,-1.59275,3.74331,21.1471,1.1176,2.3824,3.5,1.9706,0.9412,0.5882,6.3529,Wing G,0
64,Alabama,SEC,27,56.7,103.9,17.6,48.7,52.87,8.0,16.8,15.1,20.9,65,104,0.625,73,139,0.525,1,14,0.071,2.6,2.5,68.0,Jr,1.69148,104.03,70.6,1.23996974,0.5893,0.2593,0.7647,99.0714,94.4385,2.97785,164.419,4.5404800000000005,1.25007,3.29041,26.4444,2.037,4.3704,6.4074,2.2963,1.2593,0.7037,7.9259,Wing F,0
65,Alabama,SEC,33,67.9,103.3,24.3,48.1,52.89,9.4,15.2,21.7,22.9,93,130,0.715,109,232,0.47,20,57,0.35100000000000003,4.0,3.4,45.0,Sr,2.81162,115.078,70.6,1.16127313,0.5323,0.2128,0.88,89.82600000000002,84.3453,4.04557,220.768,8.9201,2.63997,6.2801300000000015,27.2727,2.4848,4.0909,6.5758,3.2727,1.7273,1.1212,11.2424,Wing F,0
66,West Virginia,B12,31,55.1,105.4,22.1,44.9,49.79,2.5,9.6,17.3,15.5,68,91,0.747,78,175,0.446,24,79,0.304,2.6,2.9,35.8,Fr,2.30557,115.487,40.2,1.36587022,0.5593,0.3879,1.0,90.4983,86.1078,3.15349,136.118,6.24,2.5630900000000003,3.67691,22.129,0.5161,1.8387,2.3548,1.8065,1.129,0.4839,9.5484,Combo G,0
67,West Virginia,B12,29,84.3,117.9,23.0,49.3,54.34,3.7,9.2,28.6,13.2,100,123,0.813,110,252,0.4370000000000001,46,111,0.414,1.0,3.2,33.9,So,5.32961,130.783,40.2,2.66037433,0.5972,0.3722,1.0,101.25,95.532,3.71372,187.987,9.10484,7.2145,1.89034,34.1724,1.1724,2.7241,3.8966,4.8621,1.8966,0.3103,15.7931,Scoring PG,0
68,Auburn,SEC,27,57.6,105.7,19.7,49.7,54.67,7.7,15.3,7.1,18.5,63,85,0.741,62,117,0.53,22,74,0.297,5.8,1.9,44.5,Fr,2.10782,111.614,90.2,0.54763432,0.6567,0.36,0.8333,100.674,95.3732,2.54962,135.266,3.73433,1.36739,2.36693,23.2593,1.6296,3.4074,5.037,0.8519,0.8148,1.3704,9.3704,Stretch 4,0
69,Illinois,B10,32,74.8,102.9,23.8,50.3,52.73,2.5,13.0,21.6,17.1,66,95,0.695,113,232,0.487,50,142,0.35200000000000004,0.9,2.3,25.4,Fr,2.99388,115.447,93.8,1.44444444,0.6493,0.2653,1.0,105.229,100.01,3.15002,180.48,3.77726,2.8827,0.89456,31.1875,0.7188,3.2812,4.0,3.25,1.25,0.25,13.8125,Combo G,0
70,Illinois,B10,29,81.6,105.5,25.5,51.3,54.21,1.9,12.6,21.5,18.3,71,93,0.763,161,300,0.537,27,93,0.29,0.6,1.3,23.7,So,3.85494,118.257,93.8,1.23455558,0.7132,0.3902,1.0,99.1418,94.0796,3.89545,168.704,4.3651300000000015,2.88788,1.47725,33.5667,0.6,3.7333,4.3333,3.3333,0.8333,0.2,16.6,Wing G,0
71,Illinois,B10,28,78.4,110.8,29.4,52.6,56.64,3.9,15.8,29.2,18.0,112,143,0.7829999999999999,178,347,0.513,32,83,0.386,0.6,1.8,33.3,Jr,5.51004,131.045,93.8,1.58065879,0.6532,0.3714,1.0,95.7054,88.8015,4.62736,194.087,8.56789,5.21167,3.3562199999999995,35.1429,1.1071,5.2143,6.3214,5.25,1.1071,0.2143,20.1429,Combo G,0
72,Utah State,MWC,34,67.2,107.9,22.5,61.4,61.02,11.1,25.5,12.1,21.8,77,136,0.5660000000000001,159,259,0.614,2,5,0.4,10.5,1.4,51.5,Fr,2.23513,111.412,,0.70371169,0.7026,0.3438,0.9038,88.3241,88.0761,3.861380000000001,238.522,7.591639999999999,0.388243,7.2034,27.0857,2.4571,6.4286,8.8857,1.6286,0.6571,2.4,11.8286,C,0
73,Utah State,MWC,22,45.3,104.5,25.8,62.7,64.44,9.1,23.3,15.4,26.4,69,103,0.67,107,172,0.622,1,1,1.0,7.8,0.9,59.5,So,2.6121,114.035,,0.6029312,0.687,0.4912,0.96,89.4345,86.4517,3.72233,136.72799999999998,5.8662,-0.013607499999999998,5.87981,26.6818,2.0,5.7727,7.7727,1.8636,0.4091,1.7273,13.0,PF/C,0
74,Utah State,MWC,28,76.1,113.2,24.9,55.8,59.27,10.7,26.8,18.4,18.2,99,140,0.7070000000000001,163,290,0.562,0,2,0.0,13.4,2.0,47.9,Jr,3.86019,121.815,,1.11595842,0.6596,0.3824,0.9333,79.8662,78.2202,5.17753,243.14,12.9541,2.19389,10.7602,30.0345,2.8621,7.2759,10.1379,2.6552,1.069,3.3448,14.931,C,0
75,Baylor,B12,34,66.7,106.6,21.3,49.7,53.0,2.8,10.8,20.1,20.7,54,68,0.794,57,125,0.456,60,171,0.35100000000000003,0.4,2.2,23.0,Fr,2.54225,114.902,80.8,1.38805443,0.597,0.2931,,103.566,98.7031,2.84901,149.75,2.76159,3.27797,-0.516383,26.7941,0.6471,2.4706,3.1176,2.7353,0.9706,0.0882,10.2353,Combo G,0
76,Baylor,B12,30,75.7,107.8,27.1,51.5,54.39,1.8,10.6,22.9,17.7,69,89,0.775,90,197,0.457,77,202,0.381,0.5,3.2,22.3,So,4.09047,124.279,80.8,1.28767519,0.6061,0.3125,,91.1236,87.7514,4.15891,170.709,7.35392,5.36642,1.9875,30.4,0.5,2.7333,3.2333,3.1333,1.6333,0.1333,16.0,Scoring PG,0
77,Baylor,B12,30,75.8,117.3,26.9,57.3,59.87,1.7,11.3,27.8,20.0,71,91,0.78,100,191,0.524,77,185,0.416,1.3,3.7,24.2,Jr,5.12431,133.982,80.8,1.69413758,0.6373,0.3933,0.8333,93.0658,88.9811,4.0251800000000015,187.727,9.75719,7.21463,2.54256,30.4333,0.4333,2.8667,3.3,4.8,1.9667,0.3667,16.7333,Scoring PG,0
78,Iowa,B10,35,68.6,122.7,16.8,60.4,63.62,5.8,14.4,7.8,12.9,79,103,0.767,66,117,0.564,59,139,0.424,1.9,1.8,40.2,Fr,3.51426,124.354,88.2,1.05411026,0.6383,0.2609,1.0,104.166,99.6068,2.84327,181.849,6.57447,5.27745,1.29702,27.7429,1.3714,3.5429,4.9143,1.1143,0.8857,0.4571,11.0857,Wing G,0
79,Iowa,B10,31,81.4,111.0,20.1,50.4,55.81,5.1,15.3,9.1,13.9,95,111,0.856,92,187,0.4920000000000001,52,150,0.34700000000000003,1.6,1.8,32.9,So,3.61681,117.364,88.2,0.97997396,0.6261,0.2879,0.9167,102.666,97.0898,3.41666,191.167,5.181030000000002,4.26996,0.911071,32.5484,1.4839,4.6129,6.0968,1.5806,1.0323,0.4839,14.0323,Wing G,0
80,Iowa,B10,31,72.9,118.2,21.0,60.2,61.56,4.5,18.5,10.4,12.7,65,96,0.677,88,170,0.518,73,158,0.462,1.1,1.8,29.3,Jr,4.24252,127.212,88.2,1.23257156,0.5918,0.4225,0.9167,100.546,94.7073,3.29123,188.091,7.72658,6.3004,1.42618,29.2581,1.1935,5.4194,6.6129,1.7097,0.9355,0.3226,14.8387,Wing G,0
81,Michigan,B10,39,36.7,107.4,13.0,54.5,55.27,7.4,11.5,4.8,17.5,8,12,0.667,32,55,0.5820000000000001,19,56,0.339,1.8,1.2,10.8,Fr,0.687667,100.607,73.6,0.6956521999999999,0.7714,0.25,1.0,99.6065,92.8754,1.90484,91.3875,3.78429,0.554994,3.2293,15.1,0.9,1.425,2.325,0.4,0.3,0.275,3.425,Wing F,0
82,Michigan,B10,35,53.6,120.6,15.7,61.8,63.62,3.9,15.7,6.1,11.4,32,41,0.78,45,77,0.584,52,122,0.426,2.4,1.9,20.6,So,2.6030900000000003,120.526,73.6,1.08704908,0.7317,0.4167,0.8667,89.21600000000002,84.9743,3.50176,153.252,9.08649,4.22869,4.8578,22.6857,0.7429,3.1714,3.9143,0.7143,0.6857,0.5429,7.9429,Wing F,0
83,Michigan,B10,21,52.7,117.2,18.0,54.6,58.95,3.0,11.3,6.4,8.8,44,46,0.957,52,106,0.491,41,102,0.402,2.1,0.8,22.1,Jr,3.55256,118.011,73.6,1.27779714,0.6863,0.3091,0.8889,100.603,93.5264,3.67701,108.662,5.51569,3.97619,1.5395,31.5238,0.8095,3.2381,4.0476,1.0952,0.4286,0.7143,12.9048,Wing F,0
84,Michigan,B10,23,64.6,121.9,18.9,57.0,60.53,4.5,16.6,11.6,11.3,47,54,0.87,52,107,0.486,50,116,0.431,2.3,1.1,24.2,Sr,4.58919,127.324,73.6,1.7692853,0.5714,0.4138,1.0,95.9651,89.4259,4.1268400000000005,138.65200000000002,9.32754,5.8013,3.52624,31.6087,1.087,4.913,6.0,2.0,0.5652,0.7391,13.087,Wing F,0
85,Texas,B12,26,48.9,91.7,25.8,49.7,53.48,6.8,25.7,3.8,25.0,51,72,0.708,51,102,0.5,30,91,0.33,5.0,1.6,37.3,Fr,1.33983,104.291,98.6,0.16665946,0.5417,0.4,0.6667,90.9159,86.0251,2.9020900000000003,128.496,0.446613,-1.88876,2.33537,20.5769,1.1923,4.9615,6.1538,0.3846,0.5769,1.0,9.3462,PF/C,0
86,Pepperdine,WCC,33,73.2,104.7,17.1,54.2,56.21,5.1,17.4,5.9,16.0,44,62,0.71,70,133,0.526,49,132,0.371,3.9,2.2,23.4,Fr,1.39657,101.212,43.2,0.68749114,0.6622,0.3559,0.7692,102.654,102.417,2.74589,198.66,2.29035,0.570208,1.7201400000000002,29.5,1.2647,4.3824,5.6471,0.9706,1.1471,1.0,9.9706,Stretch 4,0
87,Pepperdine,WCC,32,81.3,118.9,18.8,57.4,60.66,8.5,17.9,8.1,12.4,86,114,0.754,99,184,0.5379999999999999,53,127,0.417,6.1,1.6,36.7,So,3.82129,119.203,43.2,0.97730905,0.608,0.3898,0.875,102.624,100.233,3.05911,224.113,6.23135,3.72955,2.5018,33.1562,2.5,5.0,7.5,1.3438,0.9688,1.875,13.8438,Stretch 4,0
